item	itemLabel	itemDescription
http://www.wikidata.org/entity/Q994032	Brunonia	personification of Brunswick
http://www.wikidata.org/entity/Q6734017	Mahina	Deity in Hawaiian mythology
http://www.wikidata.org/entity/Q4884837	Belus	Babylonian god Bel Marduk - God of war
http://www.wikidata.org/entity/Q1615649	Manawydan fab Llŷr	Celtic / Welsh water deity
http://www.wikidata.org/entity/Q1231574	Fei Lian	Fei Lian
http://www.wikidata.org/entity/Q5377940	Engkanto	Philippine mythological figures
http://www.wikidata.org/entity/Q10615133	Pah	Moon God of the North American Pawnee Indians
http://www.wikidata.org/entity/Q5180634	Cragus	Lycian god
http://www.wikidata.org/entity/Q1302527	Māra	goddess in Latvian mythology
http://www.wikidata.org/entity/Q10268177	Domna	figure in Irish mythology
http://www.wikidata.org/entity/Q3054421	Enkimdu	Sumerian god of farming
http://www.wikidata.org/entity/Q2008736	Obatala el mejor de los orishas	La cabeza de los orishas
http://www.wikidata.org/entity/Q816170	Belphegor	one of the seven princes of Hell
http://www.wikidata.org/entity/Q1575740	Awashima no kami	deity of Japan
http://www.wikidata.org/entity/Q1750413	Oduduwa	Yoruba deity
http://www.wikidata.org/entity/Q590467	Baal	a canaanite storm deity
http://www.wikidata.org/entity/Q1458377	Kalma	goddess in Finnish folklore
http://www.wikidata.org/entity/Q5815153	Istaev	Germanic god
http://www.wikidata.org/entity/Q6065197	Ipmil	Sámi creator deity
http://www.wikidata.org/entity/Q10288712	Guang Ze Zun Wang	deity worshipped in southern Fujian and Hoklo Taiwanese folk religion
http://www.wikidata.org/entity/Q6157241	Unty	ancient egyptian deity
http://www.wikidata.org/entity/Q4068250	Apsat (mythology)	male deity of birds and animals in the pagan Svan mythology
http://www.wikidata.org/entity/Q2920770	Bethel	
http://www.wikidata.org/entity/Q2962832	Shezmu	Ancient Egyptian deity
http://www.wikidata.org/entity/Q2849968	Anila	Hindu god of wind
http://www.wikidata.org/entity/Q6792027	Matuu	god in Polynesian mythology
http://www.wikidata.org/entity/Q6515841	Yo Han	god in Turkish, Mongolian, and Altaic mythology
http://www.wikidata.org/entity/Q105080557	Thurathadi	Buddhist goddess from Myanmar, associated with the Hindu Saraswati
http://www.wikidata.org/entity/Q3524788	Muneeswarar	Hindu god
http://www.wikidata.org/entity/Q773587	Juok	God of some tribes on the Nile, Sudan
http://www.wikidata.org/entity/Q2033484	Mher	Ancient Armenian deity
http://www.wikidata.org/entity/Q1157107	Daeva	Demon of Persia
http://www.wikidata.org/entity/Q48732426	Neela (goddess)	Hindu Goddess
http://www.wikidata.org/entity/Q5764705	Chaquén	ChaquénGods and Mythical Characters.  Original towns Search for Native Peoples Cover Native Peoples Sections Facebook Native Peoples Twitter Native PeoplesplusMuisca cultureplusMuisca CosmogonyChaquénChaquén and in the background Nencataco
http://www.wikidata.org/entity/Q47254256	Vadukandrai	A female deity of Tamils
http://www.wikidata.org/entity/Q6728840	Madurai Veeran	tamil folk hero
http://www.wikidata.org/entity/Q6749033	Mangindusa	Philippine god
http://www.wikidata.org/entity/Q1965234	Chuáng-mǔ (Bed Mother)	Chinese deity of bedchamber
http://www.wikidata.org/entity/Q3716260	Dundra	Deity
http://www.wikidata.org/entity/Q7630416	Sua	muisca god of the sun
http://www.wikidata.org/entity/Q1532491	Glycon	mythical creature
http://www.wikidata.org/entity/Q1636301	Moritasgus	Celtic epithet for a healing god
http://www.wikidata.org/entity/Q2417527	Africa	goddess of Roman Africa and personification of the continent Africa
http://www.wikidata.org/entity/Q326677	King Father of the East	Taoist god
http://www.wikidata.org/entity/Q405297	Aillen	deity
http://www.wikidata.org/entity/Q2407554	God in the Bahá'í Faith	baháʼí conception of God
http://www.wikidata.org/entity/Q7651093	Suzianna	mesopotamian goddess
http://www.wikidata.org/entity/Q3536166	Vasudhara	Buddhist bodhisattva of prosperity
http://www.wikidata.org/entity/Q62059927	Baimei Shen	Chinese deity
http://www.wikidata.org/entity/Q64708656	Modimo	Sotho deity
http://www.wikidata.org/entity/Q2719698	Ayya Vaikundar	Incarnation of Lord Vishnu
http://www.wikidata.org/entity/Q2723173	Sudarshana Chakra	discus weapon used by Lord Vishnu in Hinduism
http://www.wikidata.org/entity/Q2766571	Brahmacharini	form of goddess Parvati
http://www.wikidata.org/entity/Q5443387	Feng Meng	
http://www.wikidata.org/entity/Q60635878	Jesus in Manichaeism	Jesus considered to be one of the primary prophets and a redeeming and suffering cosmic figure in Manichaeism
http://www.wikidata.org/entity/Q108462195	Yinchou Jinnü	Dream of the Red Chamber character
http://www.wikidata.org/entity/Q105856539	Thongak Lairembi	Ancient Meitei Gatekeeper Goddess of the Entrance Gate to the underworld
http://www.wikidata.org/entity/Q2877775	Babalon	goddess from Thelema
http://www.wikidata.org/entity/Q10394064	Wuni	God worshiped by several African tribes
http://www.wikidata.org/entity/Q1894124	Alalu	god in Hurrian mythology
http://www.wikidata.org/entity/Q106645477	Caeles (God)	A Deity
http://www.wikidata.org/entity/Q106645495	Isis (Mentanian Deity)	A Deity
http://www.wikidata.org/entity/Q6583052	Od iyesi	turkic and Mongolian spirit or deity of fire
http://www.wikidata.org/entity/Q1091616	Cichol Gricenchos	
http://www.wikidata.org/entity/Q1188900	Rāgarāja	
http://www.wikidata.org/entity/Q3437032	Robiga	roman deity
http://www.wikidata.org/entity/Q2661059	ǀKaggen	god of the San of southern Africa, who often takes the shape of a praying mantis
http://www.wikidata.org/entity/Q2393087	Rundas	
http://www.wikidata.org/entity/Q2643578	Tui Tokelau	
http://www.wikidata.org/entity/Q5225264	Darrhon	
http://www.wikidata.org/entity/Q7280515	Radien-attje	
http://www.wikidata.org/entity/Q7923793	Vettakkorumakan	
http://www.wikidata.org/entity/Q8072812	Zislbog	
http://www.wikidata.org/entity/Q7503473	Shree Betal temple	Hindu temple of Goa
http://www.wikidata.org/entity/Q1027389	Ibeji	twin Orishas in the Yoruba religion
http://www.wikidata.org/entity/Q3515028	Tane-rore	Maori deity - Inventor of the Haka dance
http://www.wikidata.org/entity/Q3288593	Feng Bo	Taoist deity of the wind
http://www.wikidata.org/entity/Q3523909	yakshini	mythical beings of Hindu, Buddhist, and Jain mythology; female counterpart of the yaksha
http://www.wikidata.org/entity/Q105023108	Danjué Gibonã	candomblé deity
http://www.wikidata.org/entity/Q105023144	Ogum Dilé	candomblé deity
http://www.wikidata.org/entity/Q105023142	Sasitaguara	candomblé deity
http://www.wikidata.org/entity/Q104777718	A Cura	candomblé deity
http://www.wikidata.org/entity/Q616178	Väinämöinen	main character in the Finnish national epic Kalevala
http://www.wikidata.org/entity/Q494511	Devi	goddess in Hinduism, supreme feminine principle
http://www.wikidata.org/entity/Q2017194	Prajapati	Lord of creatures in Hinduism
http://www.wikidata.org/entity/Q650821	Lono	Hawaiian deity
http://www.wikidata.org/entity/Q70274674	Leimalel Sitapi	meitei earth Goddess
http://www.wikidata.org/entity/Q846858	Seven Lucky Gods	Group of seven Japanese deities believed to grant good fortune
http://www.wikidata.org/entity/Q4505452	Zigu	Chinese goddess of the latrine
http://www.wikidata.org/entity/Q7426462	Satrapes	a god in the Palmyrene pantheon
http://www.wikidata.org/entity/Q388126	Shahmaran	mythical creature often depicted as a woman in the upper half of her body and a serpent in the lower half of her body
http://www.wikidata.org/entity/Q2175450	Torngarsuk	inuit deity
http://www.wikidata.org/entity/Q4740636	Amatsu-Mikaboshi	Originally a malevolent Shinto god
http://www.wikidata.org/entity/Q4494578	Hadit	Thelemic deity
http://www.wikidata.org/entity/Q97352604	Generals Fan and Xie	Chinese folk deities
http://www.wikidata.org/entity/Q60785932	Cheptalel	
http://www.wikidata.org/entity/Q1082911	Elyon	name of God in Judaism
http://www.wikidata.org/entity/Q406331	Ai apaec	Mochica deity
http://www.wikidata.org/entity/Q2474456	Maricha	demon
http://www.wikidata.org/entity/Q4831890	Ayyanayake	a village guardian deity
http://www.wikidata.org/entity/Q966902	Theispas	Urartian god
http://www.wikidata.org/entity/Q2021170	Olorun	the supreme deity in the Yoruba pantheon, has three manifestations: Eledumare the Creator, Olorun the ruler of the heavens, and Olofi the conduit between Heaven and Earth
http://www.wikidata.org/entity/Q9199713	Czukwu	Deity of the Nigerian Iba people
http://www.wikidata.org/entity/Q1193804	Yazata	Zoroastrian Divinities
http://www.wikidata.org/entity/Q1207769	Dhruva	ascetic follower of Vishnu
http://www.wikidata.org/entity/Q179227	Kolga	
http://www.wikidata.org/entity/Q253151	Egbado	
http://www.wikidata.org/entity/Q303780	Wurushemu	
http://www.wikidata.org/entity/Q799702	Baduhenna	
http://www.wikidata.org/entity/Q2565033	Xulsigiae	
http://www.wikidata.org/entity/Q10578339	Mat Zemlya	Slavic mother goddess
http://www.wikidata.org/entity/Q2916548	Bricta	
http://www.wikidata.org/entity/Q132127	Kali	Hindu goddess associated with empowerment
http://www.wikidata.org/entity/Q149042	Xochiquetzal	Aztec deity
http://www.wikidata.org/entity/Q6951223	Mẫu Thoải	
http://www.wikidata.org/entity/Q262635	Ki	babylonian goddess
http://www.wikidata.org/entity/Q308902	Victoria	Roman goddess of victory
http://www.wikidata.org/entity/Q2619569	Itzpapalotl	goddess in Aztec mythology
http://www.wikidata.org/entity/Q2622041	Trivia	Roman goddess of sorcery and witchcraft
http://www.wikidata.org/entity/Q5095881	Tellervo (Tuulikki)	forest god Tapio's daughter in Finnish mythology
http://www.wikidata.org/entity/Q2402507	Temazcalteci	
http://www.wikidata.org/entity/Q288633	Ériu	deity
http://www.wikidata.org/entity/Q60795630	Ardoksho	local Bactrian Goddess
http://www.wikidata.org/entity/Q11898890	Tuuletar	
http://www.wikidata.org/entity/Q11063853	Mezulla	
http://www.wikidata.org/entity/Q644505	Turan	Etruscan goddess
http://www.wikidata.org/entity/Q617977	Apate	Minor goddess in Greek mythology, personification of deceit
http://www.wikidata.org/entity/Q1051136	Catubodua	Gaulish battle goddess.
http://www.wikidata.org/entity/Q746098	Ernmas	deity
http://www.wikidata.org/entity/Q7257227	Puana	Goddess in Yaruro Mythology
http://www.wikidata.org/entity/Q781357	Artume	Etruscan goddess
http://www.wikidata.org/entity/Q12879053	Cerceis	One of the Oceanids
http://www.wikidata.org/entity/Q3615151	Ancaria	Roman goddess
http://www.wikidata.org/entity/Q4695092	Ahia Njoku	goddess worshipped by the Igbo people of Nigeria
http://www.wikidata.org/entity/Q131125	Hebe	Greek goddess of youth
http://www.wikidata.org/entity/Q1072038	Macha	Irish goddess
http://www.wikidata.org/entity/Q17097872	Thiên Y A Na	Vietnamese goddess
http://www.wikidata.org/entity/Q936993	Huixtocihuatl	water deity
http://www.wikidata.org/entity/Q1365558	Ma	Sumerian goddess
http://www.wikidata.org/entity/Q4882943	Belit Ilani	mistress of the gods in Babylonian religion
http://www.wikidata.org/entity/Q1074582	Tonacacihuatl	Central deity in Aztec religion
http://www.wikidata.org/entity/Q604898	Lucina	Roman goddess of childbirth
http://www.wikidata.org/entity/Q3672893	Ninsutu	goddess in Sumerian mythology
http://www.wikidata.org/entity/Q266462	Pachamama	deity
http://www.wikidata.org/entity/Q94066	Eileithyia	Greek goddess of childbirth and midwifery
http://www.wikidata.org/entity/Q1360531	Mama Ocllo	deity
http://www.wikidata.org/entity/Q9371672	Wać	Hindu goddess
http://www.wikidata.org/entity/Q62073337	Hoʻohokukalani	Hawaiian goddess
http://www.wikidata.org/entity/Q1399689	Litavis	gallic deity
http://www.wikidata.org/entity/Q253056	Ēostre	Anglo-Saxon pagan goddess
http://www.wikidata.org/entity/Q192107	Hemera	Ancient Greek goddess of the day
http://www.wikidata.org/entity/Q4072086	Atira	Mother goddess of the Native American Pawnee
http://www.wikidata.org/entity/Q599693	Mama Qucha	water deity
http://www.wikidata.org/entity/Q390973	Shala	ancient Sumerian goddess
http://www.wikidata.org/entity/Q12508163	Ratih	Hindu lunar goddess
http://www.wikidata.org/entity/Q535382	Shapash	canaanite solar deity
http://www.wikidata.org/entity/Q565968	Annea	goddess among North Italian Celts
http://www.wikidata.org/entity/Q5694886	Heavenly Mother	being in Mormonism; wife of God the Father, mother to human spirits
http://www.wikidata.org/entity/Q125046	Juno	ancient Roman goddess
http://www.wikidata.org/entity/Q668286	Dea Dia	goddess of fertility and growth in ancient Roman religion
http://www.wikidata.org/entity/Q1970179	Malinalxochitl	aztec deity
http://www.wikidata.org/entity/Q6720682	Ma	Anatolian goddess
http://www.wikidata.org/entity/Q1100888	Chaxiraxi	goddess
http://www.wikidata.org/entity/Q1137398	Mama Quilla	deity
http://www.wikidata.org/entity/Q4803643	Asase Ya	Goddess of fertility
http://www.wikidata.org/entity/Q975581	Philotes	Greek goddess of affection, friendship, and sex
http://www.wikidata.org/entity/Q4837042	Ba Chua Xu	a prosperity goddess worshiped in the Mekong Delta region
http://www.wikidata.org/entity/Q2744253	Akka	Finnish deity
http://www.wikidata.org/entity/Q6154076	Tutela	Roman goddess of "guardianship"
http://www.wikidata.org/entity/Q859392	Ops	Roman goddess of earth and fertility
http://www.wikidata.org/entity/Q2266513	Reitia	goddess
http://www.wikidata.org/entity/Q2280323	Ukemochi	goddess of food in the Shinto faith
http://www.wikidata.org/entity/Q237224	Bia	ancient Greek goddess, personification of force
http://www.wikidata.org/entity/Q1514359	Haumea	goddess of fertility and childbirth in Hawaiian mythology
http://www.wikidata.org/entity/Q2361729	Kamadhenu	Hindu cow goddess
http://www.wikidata.org/entity/Q2497579	Kupalo	East-Slavic mythological being
http://www.wikidata.org/entity/Q7192221	Dali	Godess in Georgian mythology
http://www.wikidata.org/entity/Q184570	Iris	the personification of the rainbow in ancient Greek religion and mythology
http://www.wikidata.org/entity/Q18956201	Iyaya or Yaya	hittite goddess
http://www.wikidata.org/entity/Q1400481	Nirṛti	Hindu goddess of sorrow
http://www.wikidata.org/entity/Q2633166	Libera	goddess of Roman mythology
http://www.wikidata.org/entity/Q13623710	Triple Goddess	concept in Neopaganism
http://www.wikidata.org/entity/Q5443388	Feng Po Po	Goddess of the wind in Chinese mythology
http://www.wikidata.org/entity/Q1921604	Meret	ancient Egyptian deity
http://www.wikidata.org/entity/Q767293	Mania	Etruscan goddess of the dead
http://www.wikidata.org/entity/Q28002565	Bila	personification of the sun among the Adnyamathanha people
http://www.wikidata.org/entity/Q4830058	Awilix	mayan deity
http://www.wikidata.org/entity/Q11321134	Tokapcup-kamuy	Ainu people's solar goddess
http://www.wikidata.org/entity/Q3554896	Akka	female spirit in Sami shamanism and Finnish mythology
http://www.wikidata.org/entity/Q27996600	Goddess Vishalakshi	Goddess Vishalakshi (Bishalakshi) is another name of Goddess Durga
http://www.wikidata.org/entity/Q737111	Vellaunus	Celtic and Gaulish god
http://www.wikidata.org/entity/Q2629710	Magec	Tenerife god
http://www.wikidata.org/entity/Q3644094	Pugu	Yukaghir god of the sun and of justice
http://www.wikidata.org/entity/Q893905	Borvo	Gaulish god of healing springs
http://www.wikidata.org/entity/Q1295929	Rhenus Pater	personification or river god of the Rhine
http://www.wikidata.org/entity/Q27655557	Bunene	mesopotamian deity
http://www.wikidata.org/entity/Q178831	Aurora	goddess of dawn in Roman mythology
http://www.wikidata.org/entity/Q490017	Andarta	mythical creature
http://www.wikidata.org/entity/Q215683	Lugh	Irish mythological character and probable deity
http://www.wikidata.org/entity/Q1534409	Goibniu	Irish deity of smithing and hospitality
http://www.wikidata.org/entity/Q3048328	Saulė	Baltic solar goddess
http://www.wikidata.org/entity/Q8192970	Hvare-khshaeta	
http://www.wikidata.org/entity/Q729771	Danu	deity in Celtic mythology
http://www.wikidata.org/entity/Q384615	Arvernus	deity
http://www.wikidata.org/entity/Q4089492	Hausos	reconstruction of the Proto-Indo-European goddess of dawn
http://www.wikidata.org/entity/Q10666951	Shakuru	
http://www.wikidata.org/entity/Q436436	The Dagda	deity
http://www.wikidata.org/entity/Q214494	Sol Invictus	ancient Roman solar deity
http://www.wikidata.org/entity/Q1761983	Xihe	Sun goddess in ancient Chinese mythology, mother of the three-legged ravens
http://www.wikidata.org/entity/Q836016	Danuvius	Celtic river deity
http://www.wikidata.org/entity/Q3514615	Tama-nui-te-rā	Sun god in maori mythology
http://www.wikidata.org/entity/Q1051362	Caturix	deity
http://www.wikidata.org/entity/Q320841	Abianus	Celtic god
http://www.wikidata.org/entity/Q321547	Mogons	Celtic god
http://www.wikidata.org/entity/Q1091696	Cicolluis	deity
http://www.wikidata.org/entity/Q1093253	Cissonius	deity
http://www.wikidata.org/entity/Q815640	Belisama	Celtic goddess
http://www.wikidata.org/entity/Q3109503	Gnowee	
http://www.wikidata.org/entity/Q716910	Arvalus	the name of a medicinal and / or agricultural deity in the Celtic mythology
http://www.wikidata.org/entity/Q816664	Benacus	Celtic deity
